Periods,Solar PV
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,30.31654032830522
9,198.6996889160177
10,413.61113901105904
11,591.1380435034241
12,682.7905426102498
13,798.7403969947136
14,803.9413363367668
15,715.6961982299686
16,648.1433070964541
17,497.6657294549294
18,286.46514622080895
19,88.71358049881496
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,27.49362760573142
33,213.2777929249941
34,436.48102618960394
35,617.4994174765087
36,736.2467543033808
37,810.9524945588937
38,829.7940286302514
39,784.9078675870263
40,675.5482060363786
41,519.6662248443768
42,308.8538659326162
43,92.25000149608876
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,28.501335085572336
57,228.9151127928883
58,446.8571676562906
59,623.7511921857131
60,750.8125266813469
61,816.3628159421247
62,806.6951343483576
63,747.688244612071
64,670.9722387036281
65,509.265824875275
66,301.3825855665449
67,87.1633959872015
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,28.460103826400832
81,226.06917307604843
82,444.64801424812634
83,621.611738303636
84,750.9510757569134
85,819.8922396481682
86,829.5446232457548
87,773.9620976894392
88,663.3148982745215
89,513.2454503312447
90,125.51448435440363
91,95.76796327727104
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,28.41733594140954
105,193.59698480824198
106,430.5775222476119
107,606.7927791116646
108,738.960834315471
109,816.7551243075324
110,829.0891633385831
111,753.4423066055638
112,676.270203319387
113,509.82120187939574
114,312.5370518869257
115,102.75210318674102
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,8.185907892069224
129,100.09999215490197
130,437.6119333480997
131,330.4747386897579
132,741.1932598373141
133,814.6382942589665
134,826.6362008667317
135,760.8239845765202
136,674.6798294266766
137,516.5127816545148
138,311.5615156967762
139,102.20659069461465
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,25.40070320989427
153,206.99164205468972
154,427.11415081302033
155,587.6148254149861
156,632.363958340493
157,742.8424672073999
158,749.7935330801913
159,770.3221995283724
160,680.0727470917617
161,516.4277401617642
162,315.4156504290241
163,101.93210673236071
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,20.32563828654563
177,24.25261096588094
178,274.0414191201436
179,552.6980738039643
180,711.8969802658457
181,512.8037286450863
182,833.5863257784434
183,794.4075663132257
184,689.232274760865
185,524.7239364747544
