Periods,2025
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,4590
9,17260
10,96200
11,147900
12,171750
13,186480
14,198320
15,193900
16,165850
17,110510
18,37540
19,16670
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,5640
33,6380
34,94360
35,154240
36,188050
37,202390
38,202230
39,193040
40,117220
41,110510
42,75380
43,16930
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,6900
57,59830
58,63760
59,153240
60,185000
61,184160
62,195770
63,194000
64,168010
65,56160
66,36250
67,7800
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,7430
81,35840
82,114730
83,144900
84,187530
85,204820
86,186220
87,129740
88,33090
89,66740
90,37940
91,20550
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,7210
105,58650
106,112560
107,158330
108,189510
109,207400
110,209650
111,196230
112,169900
113,129560
114,78490
115,24420
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,7180
129,56880
130,111050
131,157070
132,186670
133,200760
134,203130
135,194830
136,171240
137,129360
138,75290
139,24070
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,6910
153,56460
154,110500
155,154690
156,189210
157,209110
158,211270
159,198480
160,172510
161,127100
162,75160
163,23940
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,4630
177,55090
178,105410
179,154170
180,172470
181,200600
182,209440
183,197190
184,169810
185,131370
186,79270
187,24490
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,6420
201,54900
202,109040
203,155450
204,183140
205,206700
206,209890
207,195440
208,171960
209,132420
210,79440
211,26760
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,5120
225,53400
226,108860
227,155650
228,187860
229,205750
230,203650
231,193610
232,165420
233,128550
234,79970
235,24160
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,4340
249,53530
250,107210
251,154350
252,186780
253,205540
254,207780
255,196090
256,0
257,131640
258,80050
259,27010
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,1280
273,13680
274,42010
275,43350
276,159690
277,204090
278,175040
279,149050
280,159100
281,127810
282,79210
283,24950
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,5590
297,45370
298,73410
299,139800
300,180250
301,186730
302,148240
303,61830
304,77030
305,43300
306,8500
307,13670
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,3070
321,21220
322,48280
323,121490
324,128500
325,187610
326,170370
327,183970
328,128360
329,15440
330,27090
331,22880
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,3850
345,52330
