Periods,Solar PV
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,30.31654032830522
9,198.68550987328993
10,413.5913124662263
11,591.1168290040562
12,682.7720939097151
13,798.7159373078022
14,803.9188920952265
15,715.6805026317168
16,648.1275726888128
17,497.65495127205475
18,286.46247892455483
19,88.71675745580326
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,27.49362760573142
33,213.25686194266433
34,436.45496907575176
35,617.4725154017648
36,736.2210571173085
37,810.9266190831667
38,829.7687241807923
39,784.8849869483577
40,675.5298987994222
41,519.6538235727684
42,308.8501163890273
43,92.25359675109317
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,28.501335085572336
57,228.88315127233386
58,446.82819988695223
59,623.7233018977963
60,750.7848941740447
61,816.3364197564113
62,806.6726419037292
63,747.669475187957
64,670.95438881018
65,509.2541998774253
66,301.37921740411014
67,87.16577421137615
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,28.460103826400832
81,226.03818981511475
82,444.6191194104985
83,621.5840289826574
84,750.9232691094979
85,819.8652312667801
86,829.5193582535842
87,773.9403830466489
88,663.2978402780781
89,513.2335988951293
90,125.51446913462838
91,95.77163258497288
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,28.41733594140954
105,193.58313342870952
106,430.5518757540609
107,606.7672275244412
108,738.9344646886968
109,816.7285036493166
110,829.0641596875067
111,753.4239592381607
112,676.2525792860141
113,509.8101432712276
114,312.53324786212033
115,102.75704865623953
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,8.185907892069224
129,100.09980143501693
130,437.5846167906631
131,330.4735036355138
132,741.1667996290586
133,814.6120746448239
134,826.6115775000475
135,760.8043981641958
136,674.6625117867609
137,516.5013704319913
138,311.55788959143086
139,102.21102575534886
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,25.40070320989427
153,206.9713357005054
154,427.0898247237672
155,587.5931988985736
156,632.3511825384306
157,742.8255228418083
158,749.7779540006632
159,770.3023637796425
160,680.0550454545281
161,516.4163308063443
162,315.4118443322612
163,101.93618287142702
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,20.32563828654563
177,24.25261096588094
178,274.0385144755422
179,552.6816906736105
180,711.8754135748411
181,512.8007904542003
182,833.5615758390651
183,794.3851073355908
184,689.2140213103103
