Periods,Solar PV
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,30.311924720150706
9,138.06342021474046
10,354.1448059442003
11,594.3882661050428
12,671.5496394291048
13,767.4306166825467
14,732.2810446368437
15,697.2382925946728
16,663.9045374716818
17,505.21535199900944
18,286.79308623665344
19,89.61813486635673
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,28.514684768085434
33,223.96214035826068
34,437.00239823388614
35,618.0466335016172
36,744.5109668645174
37,826.1410178420836
38,827.7967238854553
39,783.6413423716747
40,680.2140792930967
41,515.3056459340208
42,307.6527618004101
43,83.32333168742885
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,28.502884545650886
57,229.79949657372305
58,443.4533074048561
59,625.1473650983469
60,737.3288868321341
61,811.6738733856582
62,836.030434903692
63,778.2203032449258
64,667.2208536073936
65,505.09329568506
66,295.9191866446183
67,90.29681280712796
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,27.449193132515774
81,228.19167279720176
82,444.10563613499596
83,622.0659095996309
84,752.2249207866013
85,818.7246322210775
86,831.518349086613
87,782.3515201667653
88,659.8690143947854
89,515.4993919974028
90,138.60597763113154
91,95.19258774840924
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,27.413855230992326
105,220.15819467699077
106,422.6108346302225
107,603.253595841369
108,740.2501165097076
109,808.2314459442247
110,800.7739934164117
111,270.27394911517257
112,584.7667046872463
113,484.453101438159
114,316.57148020012187
115,100.97336751738627
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,22.479181210739892
129,162.23136870306655
130,441.0074551176704
131,351.53636940737357
132,745.5944901307728
133,812.9326920759066
134,824.9361397655933
135,779.0125437893836
136,682.5027651619935
137,518.8166978347165
138,312.0306154534584
139,102.26450933345924
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,23.374399495749266
153,208.90399192188835
154,417.1335720420428
155,591.6836893504882
156,697.1563236343122
157,747.549909043056
158,600.1743614147126
159,782.6191431628565
160,690.7664543134842
161,525.1760239150846
162,318.99794126577524
163,96.95496724726144
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,3.054438697839479
177,24.25261096588094
178,58.08234662397065
179,418.8153320114249
180,667.386523611286
181,809.3942898666304
182,831.7947441642099
183,800.602941845402
184,694.0283422961243
185,527.0299454621036
