Periods,Solar PV
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,87.59632579103877
8,336.3918096723689
9,531.9181120188144
10,683.0458372749521
11,763.3537449680734
12,814.2815477569716
13,798.9117056766373
14,721.6255794839441
15,588.5615868971688
16,410.80714263561936
17,207.09960346152042
18,21.627458082847596
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,91.06967091680289
32,326.92026424387524
33,529.9168621607687
34,664.5226651738069
35,762.5858497911559
36,818.9645826310523
37,804.2647465680624
38,728.6628779836861
39,598.810194158853
40,422.0602705442367
41,211.73677339718978
42,21.6265279030467
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,89.33014483961664
56,316.651062294623
57,453.17036624845423
58,677.4562696962039
59,777.3335359543264
60,823.2199243076617
61,794.278279013113
62,730.2088815923224
63,599.7518977433206
64,424.29998796697737
65,214.5088442949658
66,22.620443300692592
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,95.94120504405052
80,335.7409636065174
81,535.4885480224328
82,690.8341474487581
83,776.9323538938038
84,822.9776334507818
85,810.9448504428044
86,736.3254359131079
87,606.4317618481468
88,429.0617934151793
89,220.3931544810702
90,23.600341687889365
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,60.99631194200649
104,305.229167017275
105,514.2469922239201
106,692.9329669351923
107,782.4771750691134
108,828.9401206855005
109,811.0225037191973
110,737.6972643389547
111,609.9538981402405
112,430.27055869080493
113,219.4014404642715
114,23.602454229173727
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,68.06767482294201
128,271.71250933340644
129,525.11388887986
130,684.4642946635154
131,790.694859053589
132,833.2562685169187
133,815.9162241618224
134,738.6271466648911
135,608.7205043308668
136,429.99923259766535
137,221.43162285449037
138,24.6037835297623
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,81.09645362190919
152,253.2913922724516
153,474.7350239622149
154,651.4939706918706
155,780.5136923035047
156,819.5227042628605
157,802.2320646994395
158,703.7814696338585
159,562.9766509746051
160,379.84337953641443
161,216.9411695035995
162,25.57406637862156
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,108.10031336251225
176,292.10413668404993
177,394.3779460443567
178,666.519232118174
179,776.4418533929529
180,809.6764135810982
181,805.7047714753774
182,730.8730927688327
183,600.9464553999244
184,424.8734741775639
